symbol,name,currency,sector,sectorcode,ISIN,trailingPE,EPS,analist_estimate,Price_book,TangibleValuePerShare,enterpriseToEbitda,totalDebt,currentRatio,growthrate,growthrate_quarter,beta,priceToSalesTrailing12Months,extrainfo,value_score,risc_score,growth_score
RIZZO-B.ST,Rizzo Group B,SEK,Consumer Services,4040,SE0016276109,0.0,-0.96,1.0,0.0,3.36544390515749,-1.225,14.2187771851621,0.215,-0.209977201417575,0.21805627063206,0.94908,0.03460274,SMALL CAP,20.0,80.0,0.0
ROBIT.HE,Robit Oyj,EUR,Industrials,5020,FI4000150016,0.0,-0.025,1.0,1.0876199,0.473867982411941,5.884,0.691872366965435,2.912,0.093184209571496,0.618068535825545,,0.45370173,SMALL CAP,30.0,30.0,10.0
ROV.CO,Rovsing,DKK,Industrials,5020,DK0061152170,0.0,-8.492,1.0,2.6937594,0.0,-91.25,0.609870905004041,0.847,-0.0724879364178257,1.23125,0.825845,1.0127487,SMALL CAP,20.0,50.0,10.0
SAGCV.HE,Saga Furs Oyj C,EUR,Consumer Services,4020,FI0009800551,0.0,-2.374,1.0,0.46348888,0.0489832970225127,8.803,1.09121278140886,1.899,-0.0733940920618605,-0.325365579302587,1.552845,0.9371889,SMALL CAP,30.0,50.0,0.0
SANI.CO,Sanistål,DKK,Consumer Services,4040,DK0010245661,0.0,-1.802,1.0,1.6972551,0.59364341287359,9.785,0.524422121635005,1.238,-0.189868364264135,1.45634920634921,0.4724,0.26773652,,20.0,20.0,10.0
SANION.ST,Saniona,SEK,Health Care,2010,SE0005794617,0.0,-1.791,1.0,0.3126615,,-0.249,0.518051544896712,1.411,-0.632128671379637,0.652649599782318,0.632862,12.808249,SMALL CAP,40.0,30.0,0.0
SBS.CO,Scandinavian Brake Systems,DKK,Consumer Services,4010,DK0060042612,0.0,-3.834,1.0,0.0,,-12.024,8.39422516283725,0.933,-0.552535169988277,0.0,2.391527,2.2556062,SMALL CAP,20.0,80.0,0.0
SENS.ST,Sensys Gatso Group,SEK,Technology,1010,SE0000567729,73.69231,0.013,1.0,1.7199283,0.341727084058009,10.917,0.0944509625767725,2.776,0.149205072183705,0.252478402492565,0.955926,1.6327864,,10.0,30.0,20.0
SEZI.ST,Senzime,SEK,Health Care,2010,SE0002478776,0.0,-0.844,1.0,3.1982713,,-7.692,0.00266785356146936,5.31,1.35236465463597,1.24325560128029,0.747967,67.776924,,20.0,20.0,50.0
SFAB.ST,Solid Försäkringsaktiebolag,SEK,Financials,3030,SE0017082548,15.6691065,3.826,1.0,3.9900167,0.0,3.091,0.0,1.454,0.118206941577203,1.09509386668059,,1.1308633,FINANCE,20.0,50.0,30.0
SIEVI.HE,Sievi Capital Oyj,EUR,Financials,3020,FI0009008924,6.5882354,0.17,1.0,0.8402101,0.0,40.234,0.15680639366694,8.25,0.0334490424602295,-0.755418344978178,1.017543,11.161058,FINANCE,40.0,30.0,0.0
SIF.CO,Silkeborg IF Invest,DKK,Consumer Services,4030,DK0010128008,8.260105,2.276,1.0,0.83615017,0.0,19.892,1.70489858505567,0.473,-0.123806338616981,1.01113676490561,0.296106,1.5186875,SMALL CAP,40.0,50.0,10.0
SIG.CO,Scandinavian Investment Group,DKK,Industrials,5020,DK0060038933,6.514523,0.482,1.0,1.2246491,,0.0,0.817756096645334,3.115,0.0,2.14285714285714,0.220795,3.934941,SMALL CAP,30.0,20.0,20.0
SIILI.HE,Siili Solutions Oyj,EUR,Technology,1010,FI4000043435,24.08585,0.629,1.0,4.915639,0.241077542999284,10.492,0.304080570012201,1.963,0.184686700767263,1.26777777777778,0.771501,0.97206074,SMALL CAP,0.0,50.0,50.0
SINT.ST,SinterCast,SEK,Industrials,5020,SE0000950982,40.52947,3.173,1.0,7.846727,,28.318,0.00350959214305852,3.783,0.160205245153934,0.69620253164557,1.130509,8.221704,,0.0,40.0,40.0
SKAKO.CO,SKAKO,DKK,Industrials,5020,DK0010231877,14.954611,4.186,1.0,1.4930356,0.409642090368658,6.276,0.215007577609437,1.465,0.026526572995788,1.19118644067797,0.719298,0.49510792,SMALL CAP,30.0,20.0,10.0
SKEL.IC,Skel fjárfestingafélag,ISK,Energy,6010,IS0000000503,42.227978,0.386,1.0,3.2632632,0.103539656937044,4.53,0.0222858069799368,,-0.168682668682669,1.65961945031712,0.310758,0.84460896,,20.0,60.0,10.0
SKJE.CO,Skjern Bank,DKK,Financials,3010,DK0010295922,10.219298,11.4,1.0,1.0129026,0.0,0.0,0.0875921556946247,,0.0309901890950372,0.0,0.618741,2.6737993,FINANCE,20.0,20.0,0.0
SLEEP.ST,Sleep Cycle,SEK,Technology,1010,SE0015961404,99.68554,0.318,1.0,5.980004,0.0,9.958,0.00854215667162894,1.898,0.496184228860521,1.06580591420242,,3.0888233,,10.0,50.0,50.0
SOF-B.ST,Softronic B,SEK,Technology,1010,SE0000323305,16.97108,1.314,1.0,3.2905414,0.0,10.442,0.0428742910130643,1.889,0.00790676949954425,0.795267827801512,1.157894,1.4464941,,0.0,40.0,0.0
SOLTEQ.HE,Solteq Oyj,EUR,Technology,1010,FI0009007991,6.9565215,0.184,1.0,0.9188801,0.203081097105148,9.327,1.38652591962467,0.654,0.0776724638190867,0.367256637168142,1.87762,0.35232833,SMALL CAP,50.0,40.0,10.0
SOPRA.HE,Soprano Oyj,EUR,Technology,1010,FI0009012793,0.0,-0.055,1.0,2.9520297,0.0784980658930239,-28.63,0.225957049486461,0.428,-0.152367418327191,0.280961182994455,1.138639,1.3906511,SMALL CAP,20.0,40.0,0.0
None,Sotkamo Silver AB,EUR,Basic Materials,5510,SE0001057910,,,,,,,,,,,,,,,,
SRNKE-B.ST,Serneke Group B,SEK,Industrials,5010,SE0007278841,0.0,-15.823,1.0,0.30948538,3.3445863334854,0.0,18069077.9766904,,0.106775629220381,-0.32,,,,20.0,40.0,20.0
SRV1V.HE,SRV Yhtiöt Oyj,EUR,Industrials,5010,FI4000523675,0.0,-0.084,1.0,5.579096,0.128885965305774,-6.786,0.123803456779783,2.149,0.0234550109569257,-0.456814144319432,,1.1208614,,20.0,30.0,0.0
SSH1V.HE,SSH Communications Security,EUR,Technology,1010,FI0009008270,0.0,-0.14,1.0,13.309353,0.032023244995095,48.326,0.045413282545687,0.65,-0.183507724571111,0.25,1.253316,3.8797626,SMALL CAP,0.0,50.0,0.0
STAR-A.ST,Starbreeze A,SEK,Consumer Services,4020,SE0007158928,0.0,-0.28,1.0,3.6507936,0.246007114491464,17.203,2.70566012884693,1.364,-0.375882613478876,1.33692185007974,1.194266,6.918354,SMALL CAP,0.0,90.0,10.0
STAR-B.ST,Starbreeze B,SEK,Consumer Services,4020,SE0005992831,0.0,-0.28,1.0,3.7142856,0.0720643501087891,17.082,0.79258536568617,1.364,-0.375882613478876,1.33692185007974,1.194266,6.9931397,,0.0,50.0,10.0
STRAX.ST,Strax,SEK,Consumer Services,4020,SE0012040459,232.5,0.006,1.0,9.238411,0.208481645863679,93.238,0.290900613128162,0.795,0.0659806295399516,0.318260869565217,1.12623,1.267534,SMALL CAP,0.0,60.0,10.0
STRINV.CO,Strategic Investments,DKK,Financials,3020,DK0010271238,3.3240998,0.361,1.0,1.1976049,0.0,0.0,0.277217283950617,2.19,-1.4393649579189,-1.65591310029402,0.175866,28.359362,FINANCE,30.0,30.0,0.0
STWK.ST,Stockwik Förvaltning,SEK,Financials,3020,SE0012257970,0.0,-0.18,1.0,0.9364084,0.388382564929927,8.63,3.8626544192561,1.897,1.926261829653,0.810344827586207,2.109114,0.20401897,FINANCE,30.0,70.0,40.0
SVED-B.ST,Svedbergs B,SEK,Industrials,5010,SE0000407991,10.369686,2.705,1.0,2.3913045,,5.223,1.09666520870935,1.883,0.104653508151615,1.76393442622951,1.454,0.35475856,,30.0,30.0,30.0
SVIK.ST,Studsvik,SEK,Industrials,5020,SE0000653230,21.33161,4.641,1.0,2.4785318,0.25701586172274,9.708,0.162479243491726,1.273,-0.00139923510317293,0.881887643475041,0.774925,0.9700955,,10.0,40.0,0.0
SYN.IC,Sýn,ISK,Telecommunications,1510,IS0000020485,0.0,-1.4,1.0,2.0282216,0.286302492442728,12.29,1.02970864907141,1.123,0.00310783463428737,0.76303317535545,0.336687,0.7485561,,0.0,40.0,0.0
TLT1V.HE,Teleste Oyj,EUR,Telecommunications,1510,FI0009007728,0.0,-0.433,1.0,1.1314186,0.531106777881839,19.661,0.487502368121996,1.693,-0.296330878064758,0.00393258426966292,1.084724,0.48169672,SMALL CAP,10.0,20.0,0.0
TOTA.CO,Totalbanken,DKK,Financials,3010,DK0060082758,13.533108,10.345,1.0,0.9320595,0.000491982005266175,0.0,0.665516102243044,,0.225788598910814,0.0,0.211382,2.220552,FINANCE,30.0,30.0,40.0
TRAD.ST,TradeDoubler,SEK,Technology,1010,SE0001552357,25.993587,0.156,1.0,0.80825186,0.438339609509063,6.015,0.742755319825987,0.884,0.067287668196794,1.59522776572668,1.023534,0.12042456,SMALL CAP,30.0,40.0,20.0
TRANS.ST,Transtema Group,SEK,Industrials,5020,SE0006758587,296.69727,0.109,1.0,7.7721705,0.101361683775943,8.172,0.248271844751032,0.823,0.572375999262792,1.35892704595934,0.698331,0.6453747,,10.0,50.0,50.0
TRH1V.HE,Trainers´ House Oyj,EUR,Technology,1010,FI4000519202,0.0,-0.14,1.0,20.970148,,4.992,0.00469050661681316,2.035,0.101770210439499,0.689285714285714,1.465554,11.967802,SMALL CAP,20.0,30.0,20.0
TULAV.HE,Tulikivi Oyj A,EUR,Industrials,5010,FI0009900583,148.0,0.004,1.0,4.4848485,0.365678175174089,11.355,0.437996217270003,1.259,0.0465462109751066,1.88888888888889,1.616174,0.91000885,SMALL CAP,0.0,60.0,10.0
UNITED.HE,United Bankers Oyj,EUR,Financials,3020,FI4000081427,22.542374,0.59,1.0,3.5656836,,0.0,0.0144816436839361,1.749,0.205832291232458,0.0,0.477963,2.9996932,FINANCE,0.0,50.0,40.0
VALOE.HE,Valoe Oyj,EUR,Industrials,5020,FI0009006951,0.0,-0.03,1.0,0.0,0.0274346981572177,-9.078,0.986292148589696,0.187,0.0212725903614458,1.734375,1.84724,11.9783325,SMALL CAP,20.0,50.0,10.0
VICO.ST,Vicore Pharma Holding,SEK,Health Care,2010,SE0007577895,0.0,-2.707,1.0,3.3162916,0.0,-5.736,0.0,2.79,-0.75,0.661529932342946,0.819854,,,20.0,40.0,0.0
VSSAB-B.ST,Viking Supply Ships B,SEK,Industrials,5020,SE0010820613,0.0,-20.485,1.0,0.38405976,,16.774,0.00739728062156094,2.442,0.166828173441626,-2.85,-0.931964,1.8158644,,20.0,0.0,40.0
WISE.ST,Wise Group,SEK,Industrials,5020,SE0007277876,0.0,-0.294,1.0,2.6909466,,4.916,0.345962297230578,1.293,-0.114570404341775,2.02079030703566,1.076166,0.3172114,,20.0,20.0,20.0
WUF1V.HE,Wulff-Yhtiöt Oyj,EUR,Industrials,5020,FI0009008452,9.243697,0.357,1.0,1.6184404,0.770335232115017,25.966,0.672985913083574,1.3,0.163905240745048,0.794679399727149,0.476251,0.21876256,SMALL CAP,30.0,20.0,40.0
